  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#42   | STANDARD BURNISHED STEEL  |     27 |          438
 Brand#43   | MEDIUM ANODIZED COPPER    |     10 |          438
 Brand#43   | SMALL BURNISHED STEEL     |      3 |          438
 Brand#44   | LARGE ANODIZED BRASS      |     24 |          438
 Brand#45   | MEDIUM BURNISHED NICKEL   |      3 |          438
 Brand#51   | ECONOMY POLISHED TIN      |     10 |          438
 Brand#52   | ECONOMY PLATED BRASS      |     21 |          438
 Brand#53   | SMALL BURNISHED TIN       |     21 |          438
 Brand#54   | PROMO PLATED STEEL        |     46 |          438
 Brand#54   | SMALL BRUSHED TIN         |     46 |          438
 Brand#55   | SMALL BURNISHED NICKEL    |     15 |          438
 Brand#41   | STANDARD BRUSHED COPPER   |     15 |          437
 Brand#42   | MEDIUM BRUSHED TIN        |      3 |          437
 Brand#44   | PROMO PLATED STEEL        |     10 |          437
 Brand#11   | ECONOMY BRUSHED BRASS     |      3 |          436
 Brand#11   | ECONOMY PLATED BRASS      |     24 |          436
 Brand#11   | ECONOMY PLATED STEEL      |     46 |          436
 Brand#11   | LARGE ANODIZED BRASS      |     27 |          436
 Brand#11   | LARGE BRUSHED COPPER      |     15 |          436
 Brand#11   | LARGE BRUSHED COPPER      |     21 |          436
 Brand#11   | LARGE BRUSHED TIN         |     24 |          436
 Brand#11   | LARGE PLATED COPPER       |      3 |          436
 Brand#11   | MEDIUM ANODIZED COPPER    |     10 |          436
 Brand#11   | MEDIUM ANODIZED STEEL     |      5 |          436
 Brand#11   | MEDIUM ANODIZED STEEL     |     27 |          436
 Brand#11   | MEDIUM PLATED STEEL       |     10 |          436
 Brand#11   | MEDIUM POLISHED COPPER    |      5 |          436
 Brand#11   | PROMO ANODIZED BRASS      |     15 |          436
 Brand#11   | PROMO ANODIZED COPPER     |     27 |          436
 Brand#11   | PROMO ANODIZED STEEL      |      5 |          436
 Brand#11   | PROMO BRUSHED TIN         |     10 |          436
 Brand#11   | PROMO POLISHED NICKEL     |     46 |          436
 Brand#11   | SMALL ANODIZED BRASS      |      3 |          436
 Brand#11   | SMALL ANODIZED BRASS      |     21 |          436
 Brand#11   | SMALL ANODIZED NICKEL     |     24 |          436
 Brand#11   | SMALL PLATED NICKEL       |      5 |          436
 Brand#11   | STANDARD BRUSHED TIN      |     24 |          436
 Brand#11   | STANDARD POLISHED TIN     |     21 |          436
 Brand#13   | ECONOMY BURNISHED STEEL   |     24 |          436
 Brand#13   | ECONOMY PLATED BRASS      |      5 |          436
 Brand#13   | ECONOMY POLISHED COPPER   |     21 |          436
 Brand#13   | LARGE ANODIZED NICKEL     |     10 |          436
 Brand#13   | LARGE BRUSHED NICKEL      |     27 |          436
 Brand#13   | LARGE BRUSHED TIN         |      5 |          436
 Brand#13   | LARGE BRUSHED TIN         |     10 |          436
 Brand#13   | MEDIUM ANODIZED COPPER    |     15 |          436
 Brand#13   | MEDIUM BURNISHED NICKEL   |     27 |          436
 Brand#13   | MEDIUM PLATED NICKEL      |     10 |          436
 Brand#13   | MEDIUM PLATED NICKEL      |     24 |          436
 Brand#13   | MEDIUM POLISHED TIN       |      5 |          436
 Brand#13   | PROMO ANODIZED NICKEL     |     27 |          436
 Brand#13   | PROMO BURNISHED BRASS     |     21 |          436
 Brand#13   | PROMO PLATED TIN          |      5 |          436
 Brand#13   | PROMO POLISHED BRASS      |      5 |          436
 Brand#13   | PROMO POLISHED BRASS      |     46 |          436
 Brand#13   | PROMO POLISHED COPPER     |     21 |          436
 Brand#13   | PROMO POLISHED TIN        |     10 |          436
 Brand#13   | SMALL ANODIZED COPPER     |     21 |          436
 Brand#13   | SMALL ANODIZED TIN        |     15 |          436
 Brand#13   | SMALL BRUSHED COPPER      |     10 |          436
 Brand#13   | SMALL PLATED BRASS        |      3 |          436
 Brand#13   | STANDARD ANODIZED NICKEL  |     46 |          436
 Brand#13   | STANDARD BRUSHED STEEL    |     46 |          436
 Brand#13   | STANDARD BURNISHED NICKEL |     27 |          436
 Brand#13   | STANDARD POLISHED STEEL   |     21 |          436
 Brand#14   | ECONOMY ANODIZED BRASS    |     27 |          436
 Brand#14   | ECONOMY BRUSHED NICKEL    |     27 |          436
 Brand#14   | ECONOMY BRUSHED NICKEL    |     46 |          436
 Brand#14   | ECONOMY BRUSHED STEEL     |     10 |          436
 Brand#14   | ECONOMY BRUSHED TIN       |      5 |          436
 Brand#14   | ECONOMY BRUSHED TIN       |     15 |          436
 Brand#14   | ECONOMY BURNISHED STEEL   |     24 |          436
 Brand#14   | ECONOMY BURNISHED TIN     |      3 |          436
 Brand#14   | ECONOMY BURNISHED TIN     |     10 |          436
 Brand#14   | ECONOMY PLATED COPPER     |     27 |          436
 Brand#14   | LARGE ANODIZED NICKEL     |     10 |          436
 Brand#14   | LARGE ANODIZED STEEL      |      3 |          436
 Brand#14   | LARGE BRUSHED COPPER      |     46 |          436
 Brand#14   | LARGE BRUSHED NICKEL      |      5 |          436
 Brand#14   | LARGE BURNISHED NICKEL    |     21 |          436
 Brand#14   | LARGE BURNISHED NICKEL    |     24 |          436
 Brand#14   | LARGE PLATED BRASS        |     46 |          436
 Brand#14   | MEDIUM ANODIZED COPPER    |     21 |          436
 Brand#14   | MEDIUM BRUSHED TIN        |     15 |          436
 Brand#14   | MEDIUM BURNISHED TIN      |     46 |          436
 Brand#14   | MEDIUM PLATED NICKEL      |      3 |          436
 Brand#14   | MEDIUM PLATED NICKEL      |     46 |          436
 Brand#14   | MEDIUM POLISHED NICKEL    |      5 |          436
 Brand#14   | MEDIUM POLISHED NICKEL    |     27 |          436
 Brand#14   | PROMO BURNISHED BRASS     |     21 |          436
 Brand#14   | PROMO PLATED NICKEL       |     15 |          436
 Brand#14   | PROMO PLATED STEEL        |     27 |          436
 Brand#14   | PROMO PLATED TIN          |     24 |          436
 Brand#14   | PROMO POLISHED TIN        |      3 |          436
 Brand#14   | PROMO POLISHED TIN        |     27 |          436
 Brand#14   | SMALL BRUSHED COPPER      |     21 |          436
 Brand#14   | SMALL BURNISHED STEEL     |     21 |          436
 Brand#14   | SMALL PLATED TIN          |     10 |          436
 Brand#14   | SMALL PLATED TIN          |     46 |          436
 Brand#14   | STANDARD ANODIZED BRASS   |      3 |          436
 Brand#14   | STANDARD ANODIZED BRASS   |     24 |          436
 Brand#14   | STANDARD BRUSHED COPPER   |     15 |          436
 Brand#14   | STANDARD BURNISHED BRASS  |     15 |          436
 Brand#14   | STANDARD BURNISHED TIN    |      5 |          436
 Brand#14   | STANDARD PLATED BRASS     |     15 |          436
 Brand#14   | STANDARD POLISHED NICKEL  |     10 |          436
 Brand#15   | ECONOMY ANODIZED TIN      |     27 |          436
 Brand#15   | ECONOMY PLATED STEEL      |      3 |          436
 Brand#15   | LARGE BURNISHED NICKEL    |     24 |          436
 Brand#15   | LARGE PLATED STEEL        |      5 |          436
 Brand#15   | LARGE PLATED STEEL        |     46 |          436
 Brand#15   | LARGE PLATED TIN          |     15 |          436
 Brand#15   | MEDIUM ANODIZED NICKEL    |     46 |          436
 Brand#15   | MEDIUM ANODIZED STEEL     |     46 |          436
 Brand#15   | MEDIUM BRUSHED TIN        |     24 |          436
 Brand#15   | MEDIUM BURNISHED NICKEL   |     15 |          436
 Brand#15   | MEDIUM PLATED BRASS       |     21 |          436
 Brand#15   | MEDIUM PLATED STEEL       |     10 |          436
 Brand#15   | MEDIUM PLATED TIN         |     15 |          436
 Brand#15   | MEDIUM POLISHED BRASS     |     15 |          436
 Brand#15   | MEDIUM POLISHED BRASS     |     24 |          436
 Brand#15   | MEDIUM POLISHED TIN       |      5 |          436
 Brand#15   | PROMO BRUSHED NICKEL      |     10 |          436
 Brand#15   | PROMO PLATED COPPER       |     15 |          436
 Brand#15   | PROMO PLATED NICKEL       |     10 |          436
 Brand#15   | SMALL ANODIZED STEEL      |     21 |          436
 Brand#15   | SMALL ANODIZED TIN        |     27 |          436
 Brand#15   | SMALL PLATED NICKEL       |     27 |          436
 Brand#15   | STANDARD BRUSHED BRASS    |      3 |          436
 Brand#15   | STANDARD POLISHED BRASS   |     24 |          436
 Brand#15   | STANDARD POLISHED BRASS   |     46 |          436
 Brand#15   | STANDARD POLISHED COPPER  |     27 |          436
 Brand#15   | STANDARD POLISHED NICKEL  |     46 |          436
 Brand#21   | ECONOMY BRUSHED BRASS     |     24 |          436
 Brand#21   | ECONOMY BURNISHED TIN     |     24 |          436
 Brand#21   | ECONOMY PLATED NICKEL     |     46 |          436
 Brand#21   | ECONOMY POLISHED NICKEL   |     46 |          436
 Brand#21   | LARGE ANODIZED BRASS      |     24 |          436
 Brand#21   | MEDIUM BRUSHED NICKEL     |     46 |          436
 Brand#21   | MEDIUM BRUSHED STEEL      |     15 |          436
 Brand#21   | MEDIUM PLATED BRASS       |     21 |          436
 Brand#21   | MEDIUM PLATED COPPER      |     46 |          436
 Brand#21   | MEDIUM POLISHED COPPER    |      3 |          436
 Brand#21   | MEDIUM POLISHED STEEL     |     21 |          436
 Brand#21   | PROMO ANODIZED COPPER     |      5 |          436
 Brand#21   | PROMO BRUSHED STEEL       |     10 |          436
 Brand#21   | PROMO BURNISHED STEEL     |     24 |          436
 Brand#21   | PROMO PLATED BRASS        |      5 |          436
 Brand#21   | SMALL ANODIZED TIN        |     15 |          436
 Brand#21   | SMALL ANODIZED TIN        |     24 |          436
 Brand#21   | SMALL BRUSHED BRASS       |     21 |          436
 Brand#21   | SMALL BRUSHED TIN         |      5 |          436
 Brand#21   | SMALL BURNISHED NICKEL    |     27 |          436
 Brand#21   | SMALL PLATED COPPER       |      3 |          436
 Brand#21   | SMALL POLISHED TIN        |     27 |          436
 Brand#22   | ECONOMY BRUSHED BRASS     |      3 |          436
 Brand#22   | ECONOMY BRUSHED TIN       |     21 |          436
 Brand#22   | ECONOMY BRUSHED TIN       |     46 |          436
 Brand#22   | ECONOMY BURNISHED COPPER  |      3 |          436
 Brand#22   | ECONOMY BURNISHED NICKEL  |      3 |          436
 Brand#22   | ECONOMY POLISHED NICKEL   |     24 |          436
 Brand#22   | LARGE BRUSHED TIN         |     10 |          436
 Brand#22   | LARGE BRUSHED TIN         |     24 |          436
 Brand#22   | LARGE PLATED COPPER       |      5 |          436
 Brand#22   | LARGE PLATED NICKEL       |     10 |          436
 Brand#22   | MEDIUM BURNISHED NICKEL   |     24 |          436
 Brand#22   | MEDIUM BURNISHED TIN      |     24 |          436
 Brand#22   | PROMO ANODIZED NICKEL     |     46 |          436
 Brand#22   | PROMO ANODIZED TIN        |     27 |          436
 Brand#22   | PROMO BRUSHED NICKEL      |     24 |          436
 Brand#22   | PROMO BURNISHED BRASS     |     15 |          436
 Brand#22   | PROMO POLISHED NICKEL     |      3 |          436
 Brand#22   | SMALL ANODIZED NICKEL     |     24 |          436
 Brand#22   | SMALL ANODIZED STEEL      |     27 |          436
 Brand#22   | SMALL BRUSHED STEEL       |      5 |          436
 Brand#22   | SMALL BURNISHED BRASS     |     24 |          436
 Brand#22   | STANDARD BRUSHED TIN      |     46 |          436
 Brand#23   | ECONOMY BRUSHED COPPER    |     27 |          436
 Brand#23   | ECONOMY BURNISHED BRASS   |     15 |          436
 Brand#23   | ECONOMY PLATED TIN        |      3 |          436
 Brand#23   | ECONOMY PLATED TIN        |     10 |          436
 Brand#23   | LARGE ANODIZED BRASS      |      3 |          436
 Brand#23   | LARGE ANODIZED BRASS      |     24 |          436
 Brand#23   | LARGE ANODIZED COPPER     |     15 |          436
 Brand#23   | LARGE BRUSHED NICKEL      |      3 |          436
 Brand#23   | MEDIUM ANODIZED NICKEL    |     15 |          436
 Brand#23   | MEDIUM BRUSHED BRASS      |     21 |          436
 Brand#23   | MEDIUM BRUSHED NICKEL     |     10 |          436
 Brand#23   | MEDIUM BRUSHED STEEL      |     21 |          436
 Brand#23   | MEDIUM BURNISHED BRASS    |     46 |          436
 Brand#23   | MEDIUM BURNISHED NICKEL   |      5 |          436
 Brand#23   | MEDIUM BURNISHED STEEL    |     15 |          436
 Brand#23   | MEDIUM PLATED COPPER      |     24 |          436
 Brand#23   | PROMO BRUSHED BRASS       |      3 |          436
 Brand#23   | PROMO BRUSHED NICKEL      |      3 |          436
 Brand#23   | PROMO BURNISHED BRASS     |     21 |          436
 Brand#23   | PROMO BURNISHED COPPER    |      3 |          436
 Brand#23   | PROMO PLATED BRASS        |     27 |          436
 Brand#23   | PROMO PLATED COPPER       |     21 |          436
 Brand#23   | SMALL BRUSHED NICKEL      |     24 |          436
 Brand#23   | SMALL BRUSHED NICKEL      |     46 |          436
 Brand#23   | SMALL POLISHED BRASS      |     21 |          436
 Brand#23   | SMALL POLISHED NICKEL     |      5 |          436
 Brand#23   | SMALL POLISHED NICKEL     |     10 |          436
 Brand#23   | STANDARD BRUSHED STEEL    |      5 |          436
 Brand#23   | STANDARD BURNISHED NICKEL |     15 |          436
 Brand#23   | STANDARD BURNISHED STEEL  |      3 |          436
 Brand#23   | STANDARD PLATED TIN       |      3 |          436
 Brand#23   | STANDARD POLISHED STEEL   |      3 |          436
 Brand#24   | ECONOMY BURNISHED BRASS   |     27 |          436
 Brand#24   | ECONOMY BURNISHED NICKEL  |     15 |          436
 Brand#24   | ECONOMY PLATED TIN        |     10 |          436
 Brand#24   | LARGE BRUSHED STEEL       |     10 |          436
 Brand#24   | LARGE BURNISHED BRASS     |     27 |          436
 Brand#24   | LARGE BURNISHED BRASS     |     46 |          436
 Brand#24   | LARGE PLATED BRASS        |     24 |          436
 Brand#24   | LARGE PLATED STEEL        |      3 |          436
 Brand#24   | MEDIUM ANODIZED BRASS     |     15 |          436
 Brand#24   | MEDIUM ANODIZED TIN       |     21 |          436
 Brand#24   | MEDIUM ANODIZED TIN       |     27 |          436
 Brand#24   | MEDIUM BRUSHED TIN        |     10 |          436
 Brand#24   | MEDIUM BURNISHED BRASS    |     46 |          436
 Brand#24   | MEDIUM BURNISHED COPPER   |     10 |          436
 Brand#24   | MEDIUM BURNISHED STEEL    |      5 |          436
 Brand#24   | MEDIUM PLATED TIN         |     10 |          436
 Brand#24   | MEDIUM POLISHED COPPER    |     24 |          436
 Brand#24   | MEDIUM POLISHED NICKEL    |      3 |          436
 Brand#24   | MEDIUM POLISHED TIN       |     24 |          436
 Brand#24   | PROMO ANODIZED NICKEL     |     24 |          436
 Brand#24   | PROMO ANODIZED TIN        |      3 |          436
 Brand#24   | PROMO ANODIZED TIN        |      5 |          436
 Brand#24   | PROMO POLISHED TIN        |     15 |          436
 Brand#24   | SMALL ANODIZED BRASS      |      5 |          436
 Brand#24   | SMALL BURNISHED NICKEL    |     24 |          436
 Brand#24   | SMALL BURNISHED STEEL     |      3 |          436
 Brand#24   | SMALL PLATED STEEL        |     10 |          436
 Brand#24   | STANDARD ANODIZED BRASS   |     27 |          436
 Brand#24   | STANDARD BRUSHED BRASS    |      3 |          436
 Brand#24   | STANDARD BRUSHED BRASS    |     21 |          436
 Brand#24   | STANDARD BURNISHED TIN    |      5 |          436
 Brand#24   | STANDARD PLATED BRASS     |     10 |          436
 Brand#24   | STANDARD PLATED TIN       |     27 |          436
 Brand#24   | STANDARD POLISHED BRASS   |     46 |          436
 Brand#24   | STANDARD POLISHED NICKEL  |      5 |          436
 Brand#24   | STANDARD POLISHED NICKEL  |     10 |          436
 Brand#25   | ECONOMY ANODIZED NICKEL   |     27 |          436
 Brand#25   | ECONOMY BURNISHED COPPER  |     10 |          436
 Brand#25   | ECONOMY BURNISHED NICKEL  |     24 |          436
 Brand#25   | ECONOMY BURNISHED STEEL   |     10 |          436
 Brand#25   | ECONOMY POLISHED BRASS    |      5 |          436
 Brand#25   | ECONOMY POLISHED NICKEL   |     15 |          436
 Brand#25   | LARGE BRUSHED TIN         |     24 |          436
 Brand#25   | LARGE BURNISHED STEEL     |     27 |          436
 Brand#25   | MEDIUM BRUSHED NICKEL     |     15 |          436
 Brand#25   | MEDIUM BURNISHED COPPER   |     24 |          436
 Brand#25   | MEDIUM BURNISHED COPPER   |     27 |          436
 Brand#25   | MEDIUM PLATED STEEL       |      5 |          436
 Brand#25   | PROMO BRUSHED STEEL       |     27 |          436
 Brand#25   | PROMO BURNISHED BRASS     |     21 |          436
